REG;Région;DEP;CODCAN;CAN;Canton;NBCOM;PMUN;PTOT
28;Normandie;27;05;2705;Grand Bourgtheroulde;25;29343;29922
28;Normandie;27;06;2706;Breteuil;42;23621;24111
28;Normandie;27;07;2707;Brionne;41;25269;25836
28;Normandie;27;08;2708;Conches-en-Ouche;29;20909;21354
28;Normandie;27;09;2709;Évreux-1;3;25158;26033
28;Normandie;27;10;2710;Évreux-2;12;28643;29195
28;Normandie;27;11;2711;Évreux-3;16;24732;25253
28;Normandie;27;12;2712;Gaillon;17;28751;29339
28;Normandie;27;13;2713;Gisors;34;31453;32032
28;Normandie;27;14;2714;Louviers;7;24676;25175
28;Normandie;27;15;2715;Le Neubourg;43;22903;23513
28;Normandie;27;16;2716;Pacy-sur-Eure;34;28906;29610
28;Normandie;27;17;2717;Pont-Audemer;26;27684;28477
28;Normandie;27;18;2718;Pont-de-l'Arche;20;23849;24266
28;Normandie;27;19;2719;Romilly-sur-Andelle;35;21659;21977
28;Normandie;27;20;2720;Saint-André-de-l'Eure;32;31028;31593
28;Normandie;27;21;2721;Val-de-Reuil;8;21003;21476
28;Normandie;27;22;2722;Verneuil d'Avre et d'Iton;28;27952;28882
28;Normandie;27;23;2723;Vernon;4;29430;30106
24;Centre-Val de Loire;28;01;2801;Anet;25;25190;25790
24;Centre-Val de Loire;28;02;2802;Auneau;32;25794;26244
24;Centre-Val de Loire;28;03;2803;Brou;24;22970;23399
24;Centre-Val de Loire;28;04;2804;Chartres-1;12;29221;29966
24;Centre-Val de Loire;28;05;2805;Chartres-2;15;28432;29254
24;Centre-Val de Loire;28;06;2806;Chartres-3;5;30749;31561
24;Centre-Val de Loire;28;07;2807;Châteaudun;25;31255;32139
24;Centre-Val de Loire;28;08;2808;Dreux-1;13;30113;30596
24;Centre-Val de Loire;28;09;2809;Dreux-2;14;31772;32352
24;Centre-Val de Loire;28;10;2810;Épernon;23;33933;34682
24;Centre-Val de Loire;28;11;2811;Illiers-Combray;40;26983;27878
24;Centre-Val de Loire;28;12;2812;Lucé;6;28148;28791
24;Centre-Val de Loire;28;13;2813;Nogent-le-Rotrou;30;27436;28369
24;Centre-Val de Loire;28;14;2814;Saint-Lubin-des-Joncherets;47;32924;33501
24;Centre-Val de Loire;28;15;2815;Les Villages Vovéens;55;28209;28705
53;Bretagne;29;01;2901;Brest-1;1;32272;32693
53;Bretagne;29;02;2902;Brest-2;1;36399;36820
53;Bretagne;29;03;2903;Brest-3;2;32568;33309
53;Bretagne;29;04;2904;Brest-4;4;36123;36723
53;Bretagne;29;05;2905;Brest-5;1;37047;38041
53;Bretagne;29;06;2906;Briec;18;27939;28711
53;Bretagne;29;07;2907;Carhaix-Plouguer;23;26851;27872
53;Bretagne;29;08;2908;Concarneau;6;39626;40861
53;Bretagne;29;09;2909;Crozon;18;32460;33480
53;Bretagne;29;10;2910;Douarnenez;16;33915;34678
53;Bretagne;29;11;2911;Fouesnant;8;38384;39605
53;Bretagne;29;12;2912;Guipavas;3;40869;41809
53;Bretagne;29;13;2913;Landerneau;9;29813;30710
53;Bretagne;29;14;2914;Landivisiau;19;34078;34909
53;Bretagne;29;15;2915;Lesneven;17;36588;37475
53;Bretagne;29;16;2916;Moëlan-sur-Mer;8;36400;37312
53;Bretagne;29;17;2917;Morlaix;10;36812;37836
53;Bretagne;29;18;2918;Plabennec;13;42303;43217
53;Bretagne;29;19;2919;Plonéour-Lanvern;16;30396;31125
53;Bretagne;29;20;2920;Plouigneau;16;28901;29726
53;Bretagne;29;21;2921;Pont-de-Buis-lès-Quimerch;17;27966;28714
53;Bretagne;29;22;2922;Pont-l'Abbé;6;26883;27730
53;Bretagne;29;23;2923;Quimper-1;7;40888;42204
53;Bretagne;29;24;2924;Quimper-2;1;40279;41637
53;Bretagne;29;25;2925;Quimperlé;11;33461;34450
53;Bretagne;29;26;2926;Saint-Pol-de-Léon;14;31851;32703
53;Bretagne;29;27;2927;Saint-Renan;17;42383;43321
94;Corse;2A;01;2A01;Ajaccio-1;1;17515;17718
94;Corse;2A;02;2A02;Ajaccio-2;1;14600;14786
94;Corse;2A;03;2A03;Ajaccio-3;1;17473;17681
94;Corse;2A;04;2A04;Ajaccio-4;1;15328;15453
94;Corse;2A;05;2A05;Ajaccio-5;4;19898;20142
94;Corse;2A;06;2A06;Bavella;6;14994;15217
94;Corse;2A;07;2A07;Grand Sud;8;14240;14500
94;Corse;2A;08;2A08;Gravona-Prunelli;15;17126;17401
94;Corse;2A;09;2A09;Sartenais-Valinco;25;12453;12635
94;Corse;2A;10;2A10;Sevi-Sorru-Cinarca;33;7828;7934
94;Corse;2A;11;2A11;Taravo-Ornano;34;16851;17081
94;Corse;2B;01;2B01;Bastia-1;2;12778;12986
94;Corse;2B;02;2B02;Bastia-2;1;12968;13075
94;Corse;2B;03;2B03;Bastia-3;1;14857;14919
94;Corse;2B;04;2B04;Bastia-4;2;16064;16352
94;Corse;2B;05;2B05;Biguglia-Nebbio;14;14336;14557
94;Corse;2B;06;2B06;Borgo;3;17456;17745
94;Corse;2B;07;2B07;Calvi;14;12847;13027
94;Corse;2B;08;2B08;Cap Corse;22;12801;13058
94;Corse;2B;09;2B09;Casinca-Fumalto;25;13522;13650
94;Corse;2B;10;2B10;Castagniccia;37;10664;10781
94;Corse;2B;11;2B11;Corte;8;9950;10081
94;Corse;2B;12;2B12;Fiumorbo-Castello;14;9343;9484
94;Corse;2B;13;2B13;Ghisonaccia;20;10056;10165
94;Corse;2B;14;2B14;Golo-Morosaglia;55;8896;8995
94;Corse;2B;15;2B15;L'île-Rousse;21;10642;10847
76;Occitanie;30;01;3001;Aigues-Mortes;7;35844;36308
76;Occitanie;30;02;3002;Alès-1;8;34424;35081
76;Occitanie;30;03;3003;Alès-2;15;32906;33379
76;Occitanie;30;04;3004;Alès-3;14;30640;31108
76;Occitanie;30;05;3005;Bagnols-sur-Cèze;11;28905;29508
76;Occitanie;30;06;3006;Beaucaire;7;37426;37889
76;Occitanie;30;07;3007;Calvisson;28;38217;38841
76;Occitanie;30;08;3008;La Grand-Combe;27;20854;21347
76;Occitanie;30;09;3009;Marguerittes;7;38067;38853
76;Occitanie;30;10;3010;Nîmes-1;1;38600;39323
76;Occitanie;30;11;3011;Nîmes-2;1;38627;39018
76;Occitanie;30;12;3012;Nîmes-3;1;36530;36972
76;Occitanie;30;13;3013;Nîmes-4;1;37667;38285
76;Occitanie;30;14;3014;Pont-Saint-Esprit;24;27312;27888
76;Occitanie;30;15;3015;Quissac;44;28239;28724
76;Occitanie;30;16;3016;Redessan;21;33885;34628
76;Occitanie;30;17;3017;Roquemaure;11;27863;28378
76;Occitanie;30;18;3018;Rousson;29;32004;32542
76;Occitanie;30;19;3019;Saint-Gilles;9;38471;39066
76;Occitanie;30;20;3020;Uzès;31;33071;33953
76;Occitanie;30;21;3021;Vauvert;10;42803;43301
76;Occitanie;30;22;3022;Le Vigan;44;22334;22866
76;Occitanie;30;23;3023;Villeneuve-lès-Avignon;5;36251;37213
76;Occitanie;31;01;3101;Auterive;47;55459;56480
76;Occitanie;31;02;3102;Bagnères-de-Luchon;131;33129;34260
76;Occitanie;31;03;3103;Blagnac;6;62708;63623
76;Occitanie;31;04;3104;Castanet-Tolosan;15;51633;52798
76;Occitanie;31;05;3105;Castelginest;10;62635;63334
76;Occitanie;31;06;3106;Cazères;91;44040;44880
76;Occitanie;31;07;3107;Escalquens;35;47282;48287
76;Occitanie;31;08;3108;Léguevin;35;59407;60706
76;Occitanie;31;09;3109;Muret;9;60963;62039
76;Occitanie;31;10;3110;Pechbonnieu;26;46105;47045
76;Occitanie;31;11;3111;Plaisance-du-Touch;10;53450;54579
76;Occitanie;31;12;3112;Portet-sur-Garonne;12;53041;53908
76;Occitanie;31;13;3113;Revel;59;42815;43959
76;Occitanie;31;14;3114;Saint-Gaudens;61;35615;36529
76;Occitanie;31;15;3115;Toulouse-1;1;63034;63822
76;Occitanie;31;16;3116;Toulouse-2;1;57988;58386
76;Occitanie;31;17;3117;Toulouse-3;1;51316;51904
76;Occitanie;31;18;3118;Toulouse-4;1;51626;52199
76;Occitanie;31;19;3119;Toulouse-5;1;47388;47706
76;Occitanie;31;20;3120;Toulouse-6;1;60669;61117
76;Occitanie;31;21;3121;Toulouse-7;4;64754;65617
76;Occitanie;31;22;3122;Toulouse-8;2;82178;82857
76;Occitanie;31;23;3123;Toulouse-9;3;58105;58843
76;Occitanie;31;24;3124;Toulouse-10;10;61931;63124
76;Occitanie;31;25;3125;Toulouse-11;2;54461;55158
76;Occitanie;31;26;3126;Tournefeuille;3;61874;62868
76;Occitanie;31;27;3127;Villemur-sur-Tarn;19;47862;48706
76;Occitanie;32;01;3201;Adour-Gersoise;34;9585;9902
76;Occitanie;32;02;3202;Armagnac-Ténarèze;15;10465;10654
76;Occitanie;32;03;3203;Astarac-Gimone;40;9078;9646
76;Occitanie;32;04;3204;Auch-1;6;11101;11766
76;Occitanie;32;05;3205;Auch-2;14;10454;10947
76;Occitanie;32;06;3206;Auch-3;10;11992;12209
76;Occitanie;32;07;3207;Baïse-Armagnac;15;11494;11782
76;Occitanie;32;08;3208;Fezensac;33;9014;9179
76;Occitanie;32;09;3209;Fleurance-Lomagne;33;13169;13526
76;Occitanie;32;10;3210;Gascogne-Auscitaine;22;9217;9471
76;Occitanie;32;11;3211;Gimone-Arrats;36;13999;14392
76;Occitanie;32;12;3212;Grand-Bas-Armagnac;40;13582;13986
76;Occitanie;32;13;3213;L'Isle-Jourdain;10;16376;16849
76;Occitanie;32;14;3214;Lectoure-Lomagne;26;9473;9926
76;Occitanie;32;15;3215;Mirande-Astarac;43;12414;12897
76;Occitanie;32;16;3216;Pardiac-Rivière-Basse;43;9459;9745
76;Occitanie;32;17;3217;Val de Save;40;11773;12078
75;Nouvelle-Aquitaine;33;01;3301;Andernos-les-Bains;6;55465;56487
75;Nouvelle-Aquitaine;33;02;3302;Bordeaux-1;1;43964;44460
75;Nouvelle-Aquitaine;33;03;3303;Bordeaux-2;1;49886;50978
75;Nouvelle-Aquitaine;33;04;3304;Bordeaux-3;1;48384;49161
75;Nouvelle-Aquitaine;33;05;3305;Bordeaux-4;1;68072;68666
75;Nouvelle-Aquitaine;33;06;3306;Bordeaux-5;1;57685;58287
75;Nouvelle-Aquitaine;33;07;3307;Le Bouscat;2;45101;45674
75;Nouvelle-Aquitaine;33;08;3308;La Brède;13;47671;48823
75;Nouvelle-Aquitaine;33;09;3309;Cenon;3;48938;49379
75;Nouvelle-Aquitaine;33;10;3310;Les Coteaux de Dordogne;51;37503;38136
75;Nouvelle-Aquitaine;33;11;3311;Créon;23;53486;54447
75;Nouvelle-Aquitaine;33;12;3312;L'Entre-Deux-Mers;56;38303;39021
75;Nouvelle-Aquitaine;33;13;3313;L'Estuaire;38;42752;43552
75;Nouvelle-Aquitaine;33;14;3314;Gujan-Mestras;4;49072;50023
75;Nouvelle-Aquitaine;33;15;3315;Les Landes des Graves;25;49683;50492
75;Nouvelle-Aquitaine;33;16;3316;Le Libournais-Fronsadais;24;56420;57491
75;Nouvelle-Aquitaine;33;17;3317;Lormont;5;49418;50009
75;Nouvelle-Aquitaine;33;18;3318;Mérignac-1;2;54166;54835
75;Nouvelle-Aquitaine;33;19;3319;Mérignac-2;3;52988;53702
75;Nouvelle-Aquitaine;33;20;3320;Le Nord-Gironde;26;55675;56392
75;Nouvelle-Aquitaine;33;21;3321;Le Nord-Libournais;38;49263;50141
75;Nouvelle-Aquitaine;33;22;3322;Le Nord-Médoc;28;42760;43433
75;Nouvelle-Aquitaine;33;23;3323;Pessac-1;3;55806;56559
75;Nouvelle-Aquitaine;33;24;3324;Pessac-2;2;60907;61688
75;Nouvelle-Aquitaine;33;25;3325;Les Portes du Médoc;5;65582;66843
75;Nouvelle-Aquitaine;33;26;3326;La Presqu'île;9;54854;55458
75;Nouvelle-Aquitaine;33;27;3327;Le Réolais et Les Bastides;89;45621;46534
75;Nouvelle-Aquitaine;33;28;3328;Saint-Médard-en-Jalles;3;51752;52624
75;Nouvelle-Aquitaine;33;29;3329;Le Sud-Gironde;50;42050;43172
75;Nouvelle-Aquitaine;33;30;3330;Le Sud-Médoc;22;57894;58795
75;Nouvelle-Aquitaine;33;31;3331;Talence;2;53155;54224
75;Nouvelle-Aquitaine;33;32;3332;La Teste-de-Buch;2;38658;39305
75;Nouvelle-Aquitaine;33;33;3333;Villenave-d'Ornon;2;67559;68195
76;Occitanie;34;01;3401;Agde;5;53673;54367
76;Occitanie;34;02;3402;Béziers-1;6;42618;43271
76;Occitanie;34;03;3403;Béziers-2;3;44690;45211
76;Occitanie;34;04;3404;Béziers-3;9;49144;50043
76;Occitanie;34;05;3405;Cazouls-lès-Béziers;28;44369;45180
76;Occitanie;34;06;3406;Clermont-l'Hérault;39;45562;46481
76;Occitanie;34;07;3407;Le Crès;11;48707;49461
76;Occitanie;34;08;3408;Frontignan;6;47380;47900
76;Occitanie;34;09;3409;Gignac;28;42163;42995
76;Occitanie;34;10;3410;Lattes;5;57651;58313
76;Occitanie;34;11;3411;Lodève;54;36761;37629
76;Occitanie;34;12;3412;Lunel;14;52490;53129
76;Occitanie;34;13;3413;Mauguio;8;46196;46659
76;Occitanie;34;14;3414;Mèze;18;43329;44041
76;Occitanie;34;15;3415;Montpellier-1;2;55396;55819
76;Occitanie;34;16;3416;Montpellier-2;1;57346;58004
76;Occitanie;34;17;3417;Montpellier-3;1;55198;56182
76;Occitanie;34;18;3418;Montpellier-4;1;70440;70778
76;Occitanie;34;19;3419;Montpellier-5;1;54495;55108
76;Occitanie;34;20;3420;Montpellier - Castelnau-le-Lez;5;69580;70924
76;Occitanie;34;21;3421;Pézenas;15;38094;38991
76;Occitanie;34;22;3422;Pignan;8;47545;48109
76;Occitanie;34;23;3423;Saint-Gély-du-Fesc;20;46894;47977
76;Occitanie;34;24;3424;Saint-Pons-de-Thomières;59;35231;36028
76;Occitanie;34;25;3425;Sète;1;45337;45901
53;Bretagne;35;01;3501;Val-Couesnon;24;38344;39093
53;Bretagne;35;02;3502;Bain-de-Bretagne;20;32996;33681
53;Bretagne;35;03;3503;Betton;6;52644;54076
53;Bretagne;35;04;3504;Bruz;5;46392;47295
53;Bretagne;35;05;3505;Châteaugiron;11;44406;45301
53;Bretagne;35;06;3506;Combourg;24;34496;35285
53;Bretagne;35;07;3507;Dol-de-Bretagne;31;45479;46638
53;Bretagne;35;08;3508;Fougères-1;16;33082;34042
53;Bretagne;35;09;3509;Fougères-2;17;32899;33706
53;Bretagne;35;10;3510;La Guerche-de-Bretagne;31;42779;43687
53;Bretagne;35;11;3511;Guichen;15;36443;37197
53;Bretagne;35;12;3512;Janzé;10;43710;44542
53;Bretagne;35;13;3513;Liffré;9;38374;39210
53;Bretagne;35;14;3514;Melesse;15;39639;40408
53;Bretagne;35;15;3515;Montauban-de-Bretagne;22;35488;36306
53;Bretagne;35;16;3516;Montfort-sur-Meu;15;39214;40094
53;Bretagne;35;17;3517;Redon;15;37343;38783
53;Bretagne;35;18;3518;Rennes-1;1;42097;42882
53;Bretagne;35;19;3519;Rennes-2;1;44766;45904
53;Bretagne;35;20;3520;Rennes-3;2;44959;45427
53;Bretagne;35;21;3521;Rennes-4;1;38372;38922
53;Bretagne;35;22;3522;Rennes-5;2;49192;50108
53;Bretagne;35;23;3523;Rennes-6;2;47677;48464
53;Bretagne;35;24;3524;Le Rheu;9;46389;47191
53;Bretagne;35;25;3525;Saint-Malo-1;5;46198;47389
53;Bretagne;35;26;3526;Saint-Malo-2;8;46623;47923
53;Bretagne;35;27;3527;Vitré;22;40665;41732
24;Centre-Val de Loire;36;01;3601;Ardentes;12;17110;17646
24;Centre-Val de Loire;36;02;3602;Argenton-sur-Creuse;20;17473;17953
24;Centre-Val de Loire;36;03;3603;Le Blanc;27;18005;18453
24;Centre-Val de Loire;36;04;3604;Buzançais;20;19699;20202
24;Centre-Val de Loire;36;05;3605;Châteauroux-1;2;16994;17462
24;Centre-Val de Loire;36;06;3606;Châteauroux-2;1;15692;16306
24;Centre-Val de Loire;36;07;3607;Châteauroux-3;1;17877;18512
24;Centre-Val de Loire;36;08;3608;La Châtre;34;15695;16071
24;Centre-Val de Loire;36;09;3609;Issoudun;6;13231;13526
24;Centre-Val de Loire;36;10;3610;Levroux;34;16446;16719
24;Centre-Val de Loire;36;11;3611;Neuvy-Saint-Sépulchre;25;14725;15000
24;Centre-Val de Loire;36;12;3612;Saint-Gaultier;34;16028;16296
24;Centre-Val de Loire;36;13;3613;Valençay;28;17094;17428
24;Centre-Val de Loire;37;01;3701;Amboise;14;28357;29078
24;Centre-Val de Loire;37;02;3702;Ballan-Miré;7;26249;26654
24;Centre-Val de Loire;37;03;3703;Bléré;17;27217;27712
24;Centre-Val de Loire;37;04;3704;Château-Renault;35;38392;39135
24;Centre-Val de Loire;37;05;3705;Chinon;27;35660;36545
24;Centre-Val de Loire;37;06;3706;Descartes;38;24225;24666
24;Centre-Val de Loire;37;07;3707;Joué-lès-Tours;1;38423;38836
24;Centre-Val de Loire;37;08;3708;Langeais;29;35527;36092
24;Centre-Val de Loire;37;09;3709;Loches;28;24742;25635
24;Centre-Val de Loire;37;10;3710;Montlouis-sur-Loire;5;36962;37591
24;Centre-Val de Loire;37;11;3711;Monts;10;39265;40006
24;Centre-Val de Loire;37;12;3712;Saint-Cyr-sur-Loire;5;37914;38841
24;Centre-Val de Loire;37;13;3713;Sainte-Maure-de-Touraine;43;26392;26843
24;Centre-Val de Loire;37;14;3714;Saint-Pierre-des-Corps;2;30897;31491
24;Centre-Val de Loire;37;15;3715;Tours-1;1;43959;44746
24;Centre-Val de Loire;37;16;3716;Tours-2;1;31397;31795
24;Centre-Val de Loire;37;17;3717;Tours-3;1;32171;32879
24;Centre-Val de Loire;37;18;3718;Tours-4;1;31732;32326
24;Centre-Val de Loire;37;19;3719;Vouvray;10;29881;30463
84;Auvergne-Rhône-Alpes;38;01;3801;Bièvre;44;46129;47299
84;Auvergne-Rhône-Alpes;38;02;3802;Bourgoin-Jallieu;14;56866;58110
84;Auvergne-Rhône-Alpes;38;03;3803;Chartreuse-Guiers;23;36778;37671
84;Auvergne-Rhône-Alpes;38;04;3804;Charvieu-Chavagneux;24;58843;59720
84;Auvergne-Rhône-Alpes;38;05;3805;Échirolles;3;48647;48979
84;Auvergne-Rhône-Alpes;38;06;3806;Fontaine-Seyssinet;4;38361;38911
84;Auvergne-Rhône-Alpes;38;07;3807;Fontaine-Vercors;10;38737;39643
84;Auvergne-Rhône-Alpes;38;08;3808;Le Grand-Lemps;30;37829;38647
84;Auvergne-Rhône-Alpes;38;09;3809;Grenoble-1;1;45106;45922
84;Auvergne-Rhône-Alpes;38;10;3810;Grenoble-2;8;49566;50163
84;Auvergne-Rhône-Alpes;38;11;3811;Grenoble-3;1;48300;48966
84;Auvergne-Rhône-Alpes;38;12;3812;Grenoble-4;1;42455;42890
84;Auvergne-Rhône-Alpes;38;13;3813;Le Haut-Grésivaudan;24;43991;45141
84;Auvergne-Rhône-Alpes;38;14;3814;L'Isle-d'Abeau;13;55111;56039
84;Auvergne-Rhône-Alpes;38;15;3815;Matheysine-Trièves;70;29736;30498
84;Auvergne-Rhône-Alpes;38;16;3816;Meylan;8;46420;47797
84;Auvergne-Rhône-Alpes;38;17;3817;Morestel;23;39088;39994
84;Auvergne-Rhône-Alpes;38;18;3818;Le Moyen Grésivaudan;15;45856;47197
84;Auvergne-Rhône-Alpes;38;19;3819;Oisans-Romanche;30;32498;33285
84;Auvergne-Rhône-Alpes;38;20;3820;Le Pont-de-Claix;12;48157;48871
84;Auvergne-Rhône-Alpes;38;21;3821;Roussillon;27;48052;48826
84;Auvergne-Rhône-Alpes;38;22;3822;Saint-Martin-d'Hères;4;48085;48466
84;Auvergne-Rhône-Alpes;38;23;3823;Le Sud Grésivaudan;44;42189;43227
84;Auvergne-Rhône-Alpes;38;24;3824;La Tour-du-Pin;17;38185;39236
84;Auvergne-Rhône-Alpes;38;25;3825;Tullins;13;39142;39872
84;Auvergne-Rhône-Alpes;38;26;3826;La Verpillière;16;47972;48721
84;Auvergne-Rhône-Alpes;38;27;3827;Vienne-1;10;46048;46606
84;Auvergne-Rhône-Alpes;38;28;3828;Vienne-2;18;51254;52285
84;Auvergne-Rhône-Alpes;38;29;3829;Voiron;10;49589;51243
27;Bourgogne-Franche-Comté;39;01;3901;Arbois;36;11495;11967
27;Bourgogne-Franche-Comté;39;02;3902;Authume;45;13932;14332
27;Bourgogne-Franche-Comté;39;03;3903;Bletterans;58;17536;17960
27;Bourgogne-Franche-Comté;39;04;3904;Champagnole;32;16671;17384
27;Bourgogne-Franche-Comté;39;05;3905;Dole-1;5;18898;19498
27;Bourgogne-Franche-Comté;39;06;3906;Dole-2;7;16994;17497
27;Bourgogne-Franche-Comté;39;07;3907;Lons-le-Saunier-1;9;14747;15662
27;Bourgogne-Franche-Comté;39;08;3908;Lons-le-Saunier-2;12;14188;14802
27;Bourgogne-Franche-Comté;39;09;3909;Moirans-en-Montagne;50;14091;14524
27;Bourgogne-Franche-Comté;39;10;3910;Mont-sous-Vaudrey;39;16733;17293
27;Bourgogne-Franche-Comté;39;11;3911;Hauts de Bienne;7;15864;16403
27;Bourgogne-Franche-Comté;39;12;3912;Poligny;41;17195;17978
27;Bourgogne-Franche-Comté;39;13;3913;Saint-Amour;32;13391;13864
27;Bourgogne-Franche-Comté;39;14;3914;Saint-Claude;6;10308;10621
27;Bourgogne-Franche-Comté;39;15;3915;Saint-Laurent-en-Grandvaux;66;16200;16665
27;Bourgogne-Franche-Comté;39;16;3916;Coteaux du Lizon;20;11662;12029
27;Bourgogne-Franche-Comté;39;17;3917;Tavaux;29;18068;18461
75;Nouvelle-Aquitaine;40;01;4001;Adour Armagnac;35;23906;24776
75;Nouvelle-Aquitaine;40;02;4002;Chalosse Tursan;50;26246;26878
75;Nouvelle-Aquitaine;40;03;4003;Côte d'Argent;16;26205;26738
75;Nouvelle-Aquitaine;40;04;4004;Coteau de Chalosse;50;26007;26683
75;Nouvelle-Aquitaine;40;05;4005;Dax-1;11;27218;28072
75;Nouvelle-Aquitaine;40;06;4006;Dax-2;10;31820;33137
75;Nouvelle-Aquitaine;40;07;4007;Grands Lacs;13;38154;38958
75;Nouvelle-Aquitaine;40;08;4008;Haute Lande Armagnac;47;22642;23355
75;Nouvelle-Aquitaine;40;09;4009;Marensin Sud;12;34345;35133
75;Nouvelle-Aquitaine;40;10;4010;Mont-de-Marsan-1;10;26661;27741
75;Nouvelle-Aquitaine;40;11;4011;Mont-de-Marsan-2;9;29712;30710
75;Nouvelle-Aquitaine;40;12;4012;Orthe et Arrigans;24;24506;25207
75;Nouvelle-Aquitaine;40;13;4013;Pays morcenais tarusate;23;27730;28374
75;Nouvelle-Aquitaine;40;14;4014;Pays Tyrossais;11;38200;39153
75;Nouvelle-Aquitaine;40;15;4015;Seignanx;8;30218;30913
24;Centre-Val de Loire;41;01;4101;La Beauce;34;24303;24797
24;Centre-Val de Loire;41;02;4102;Blois-1;1;21244;21455
24;Centre-Val de Loire;41;03;4103;Blois-2;6;24332;25147
24;Centre-Val de Loire;41;04;4104;Blois-3;11;21134;22120
24;Centre-Val de Loire;41;05;4105;Chambord;23;25649;26146
24;Centre-Val de Loire;41;06;4106;Montoire-sur-le-Loir;46;21789;22461
24;Centre-Val de Loire;41;07;4107;Montrichard Val de Cher;14;21315;21936
24;Centre-Val de Loire;41;08;4108;Veuzain-sur-Loire;21;19695;20235
24;Centre-Val de Loire;41;09;4109;Le Perche;46;22390;22839
24;Centre-Val de Loire;41;10;4110;Romorantin-Lanthenay;6;20430;20953
24;Centre-Val de Loire;41;11;4111;Saint-Aignan;16;18392;18765
24;Centre-Val de Loire;41;12;4112;Selles-sur-Cher;17;20686;21055
24;Centre-Val de Loire;41;13;4113;La Sologne;14;21680;22063
24;Centre-Val de Loire;41;14;4114;Vendôme;8;23029;24038
24;Centre-Val de Loire;41;15;4115;Vineuil;8;22475;23079
84;Auvergne-Rhône-Alpes;42;01;4201;Andrézieux-Bouthéon;15;46193;46979
84;Auvergne-Rhône-Alpes;42;02;4202;Boën-sur-Lignon;48;30005;30817
84;Auvergne-Rhône-Alpes;42;03;4203;Charlieu;31;29582;30644
84;Auvergne-Rhône-Alpes;42;04;4204;Le Coteau;29;33244;34150
84;Auvergne-Rhône-Alpes;42;05;4205;Feurs;33;39365;40313
84;Auvergne-Rhône-Alpes;42;06;4206;Firminy;5;31128;31514
84;Auvergne-Rhône-Alpes;42;07;4207;Montbrison;31;42598;43975
84;Auvergne-Rhône-Alpes;42;08;4208;Le Pilat;35;36205;37162
84;Auvergne-Rhône-Alpes;42;09;4209;Renaison;36;29655;30442
84;Auvergne-Rhône-Alpes;42;10;4210;Rive-de-Gier;11;44031;44549
84;Auvergne-Rhône-Alpes;42;11;4211;Roanne-1;2;29599;30209
84;Auvergne-Rhône-Alpes;42;12;4212;Roanne-2;4;30524;31045
84;Auvergne-Rhône-Alpes;42;13;4213;Saint-Chamond;2;40452;40907
84;Auvergne-Rhône-Alpes;42;14;4214;Saint-Etienne-1;1;38534;38890
84;Auvergne-Rhône-Alpes;42;15;4215;Saint-Etienne-2;3;36173;36439
84;Auvergne-Rhône-Alpes;42;16;4216;Saint-Etienne-3;3;42342;42767
84;Auvergne-Rhône-Alpes;42;17;4217;Saint-Etienne-4;2;36075;36400
84;Auvergne-Rhône-Alpes;42;18;4218;Saint-Etienne-5;3;35712;36030
84;Auvergne-Rhône-Alpes;42;19;4219;Saint-Etienne-6;1;41375;41873
84;Auvergne-Rhône-Alpes;42;20;4220;Saint-Just-Saint-Rambert;18;45947;46879
84;Auvergne-Rhône-Alpes;42;21;4221;Sorbiers;13;35394;36040
84;Auvergne-Rhône-Alpes;43;01;4301;Aurec-sur-Loire;4;14719;14984
84;Auvergne-Rhône-Alpes;43;02;4302;Bas-en-Basset;9;13530;13779
84;Auvergne-Rhône-Alpes;43;03;4303;Boutières;12;12728;13021
84;Auvergne-Rhône-Alpes;43;04;4304;Brioude;12;13186;13880
84;Auvergne-Rhône-Alpes;43;05;4305;Les Deux Rivières et Vallées;5;14232;14497
84;Auvergne-Rhône-Alpes;43;06;4306;Emblavez-et-Meygal;14;13187;13477
84;Auvergne-Rhône-Alpes;43;07;4307;Gorges de l'Allier-Gévaudan;26;9218;9505
84;Auvergne-Rhône-Alpes;43;08;4308;Mézenc;21;11421;11691
84;Auvergne-Rhône-Alpes;43;09;4309;Monistrol-sur-Loire;4;14076;14607
84;Auvergne-Rhône-Alpes;43;10;4310;Pays de Lafayette;41;9156;9389
84;Auvergne-Rhône-Alpes;43;11;4311;Plateau du Haut-Velay granitique;26;9590;9779
84;Auvergne-Rhône-Alpes;43;12;4312;Le Puy-en-Velay-1;4;12614;12944
84;Auvergne-Rhône-Alpes;43;13;4313;Le Puy-en-Velay-2;6;12863;13311
84;Auvergne-Rhône-Alpes;43;14;4314;Le Puy-en-Velay-3;4;11238;11805
84;Auvergne-Rhône-Alpes;43;15;4315;Le Puy-en-Velay-4;3;11431;11960
84;Auvergne-Rhône-Alpes;43;16;4316;Saint-Paulien;18;10376;10625
84;Auvergne-Rhône-Alpes;43;17;4317;Sainte-Florine;21;11391;11690
84;Auvergne-Rhône-Alpes;43;18;4318;Velay volcanique;23;10906;11262
84;Auvergne-Rhône-Alpes;43;19;4319;Yssingeaux;7;12792;13369
52;Pays de la Loire;44;01;4401;Ancenis-Saint-Géréon;12;47446;48566
52;Pays de la Loire;44;02;4402;La Baule-Escoublac;6;47846;49105
52;Pays de la Loire;44;03;4403;Blain;14;56835;58089
52;Pays de la Loire;44;04;4404;Carquefou;4;51734;52843
